show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,duration_minutes,seasons
s1036,TV Show,The Golden Memory 1036,Unknown,"Hana Silva, Anil Patel, Yuki Smith",Egypt,2020-04-23,2020,TV-Y,2 Season,"Romantic TV Shows, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Egypt.,2020,April,Romantic TV Shows,,2.0
s1037,Movie,The Forgotten Rebellion 1037,Carlos Lee,"David Garcia, Anil Lee, Tom Smith, Anil Kumar, Aisha Rossi, Raj Müller, Raj Silva",South Korea,2017-10-04,2017,R,98 min,"Romantic Movies, Action & Adventure, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in South Korea.,2017,October,Romantic Movies,98.0,
s1038,Movie,The Hidden Rebellion 1038,Carlos Rossi,"Fatima Park, Maria Park, Hana Müller, Hana Johnson, Yuki Khan, Sara Nair, Carlos Kumar",India,2016-09-02,2011,TV-G,79 min,"Thrillers, Children & Family Movies, Independent Movies",A gripping movie exploring themes of survival and identity in India.,2016,September,Thrillers,79.0,
s1039,Movie,The Golden Horizon 1039,Hana Garcia,"Raj Smith, Elena Tanaka, Tom Lee, Fatima Garcia, Tom Garcia",Japan,2024-08-15,2024,TV-MA,118 min,Romantic Movies,A gripping movie exploring themes of survival and identity in Japan.,2024,August,Romantic Movies,118.0,
s1040,TV Show,The Forgotten Shadows Chronicles 1040,Unknown,"Carlos Khan, David Nair, John Smith, Raj Park",France,2023-08-18,2023,PG,5 Seasons,"TV Dramas, Crime TV Shows, Reality TV",A gripping tv show exploring themes of survival and identity in France.,2023,August,TV Dramas,,5.0
s1041,Movie,The Hidden Dreams 1041,Unknown,"Aisha Patel, Fatima Tanaka, Raj Garcia, John Smith, Tom Silva, Min Tanaka, Maria Johnson",United States,2026-11-14,2025,TV-14,177 min,"Dramas, Romantic Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2026,November,Dramas,177.0,
s1042,Movie,The Hidden Empire 1042,Min Lee,"Wei Smith, Wei Johnson, Aisha Khan, Wei Silva, Anil Tanaka, Carlos Silva, Wei Costa",United States,2026-11-11,2024,TV-PG,128 min,"Sci-Fi & Fantasy, Independent Movies",A gripping movie exploring themes of survival and identity in United States.,2026,November,Sci-Fi & Fantasy,128.0,
s1043,Movie,The Lost Storm 1043,Unknown,"Min Kumar, Maria Kumar, Min Smith, Priya Costa, Sara Nair, Wei Tanaka",United Kingdom,2026-03-15,2024,TV-MA,117 min,"Independent Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in United Kingdom.,2026,March,Independent Movies,117.0,
s1044,TV Show,The Dark Journey 1044,Unknown,"Sara Patel, John Patel, Elena Park",United States,2020-01-06,2019,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.,2020,January,Crime TV Shows,,4.0
s1045,Movie,The Dark Kingdom 1045,Sara Lee,"Priya Park, David Johnson, Min Park, Elena Garcia, John Silva, Anil Park, Anil Costa",United States,2023-02-14,2022,TV-MA,83 min,Independent Movies,A gripping movie exploring themes of survival and identity in United States.,2023,February,Independent Movies,83.0,
s1046,Movie,The Last Storm 1046,Tom Johnson,"Elena Garcia, Fatima Lee, Yuki Nair, Anil Müller",United States,2024-08-18,2021,TV-14,167 min,"Sci-Fi & Fantasy, Documentaries, Comedies",A gripping movie exploring themes of survival and identity in United States.,2024,August,Sci-Fi & Fantasy,167.0,
s1047,Movie,The Secret Dreams 1047,Unknown,"Hana Johnson, Yuki Patel, Maria Müller, Carlos Garcia, Maria Kumar, Fatima Smith, Fatima Khan",Mexico,2023-03-06,2022,TV-14,162 min,"Action & Adventure, Dramas",A gripping movie exploring themes of survival and identity in Mexico.,2023,March,Action & Adventure,162.0,
s1048,Movie,The Broken Shadows 1048,Priya Silva,"Hana Park, Raj Müller, Maria Park, Raj Garcia, Anil Müller",South Korea,2018-11-07,2016,TV-MA,163 min,Independent Movies,A gripping movie exploring themes of survival and identity in South Korea.,2018,November,Independent Movies,163.0,
s1049,Movie,The Last Rebellion 1049,Maria Park,"Elena Lee, Maria Park, John Tanaka, Sara Park, Hana Kumar, Maria Patel",South Korea,2015-05-23,2014,TV-14,159 min,Documentaries,A gripping movie exploring themes of survival and identity in South Korea.,2015,May,Documentaries,159.0,
s1050,Movie,The Secret City 1050,Unknown,"Sara Park, Carlos Nair, Min Rossi",Unknown,2023-06-02,2022,R,122 min,"Thrillers, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2023,June,Thrillers,122.0,
s1051,TV Show,The Forgotten Shadows 1051,Unknown,"Wei Johnson, Priya Silva, Priya Rossi",South Korea,2025-07-19,2025,PG-13,2 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in South Korea.,2025,July,TV Comedies,,2.0
s1052,Movie,The Endless Storm 1052,Fatima Smith,"Tom Silva, Wei Garcia, Priya Costa, Hana Smith, Aisha Rossi, Raj Patel, Anil Lee",India,2024-03-19,2020,TV-PG,165 min,"Documentaries, Comedies, Dramas",A gripping movie exploring themes of survival and identity in India.,2024,March,Documentaries,165.0,
s1053,Movie,The Golden Dreams 1053,Tom Garcia,"Tom Lee, Sara Kumar, Yuki Johnson",Canada,2019-06-27,2018,PG-13,123 min,"Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in Canada.,2019,June,Children & Family Movies,123.0,
s1054,TV Show,The Silent Legacy 1054,Unknown,"Hana Park, Carlos Johnson, Aisha Lee, Raj Khan, Tom Garcia",Unknown,2026-05-21,2023,TV-14,1 Seasons,"TV Action & Adventure, Kids' TV",A gripping tv show exploring themes of survival and identity in United States.,2026,May,TV Action & Adventure,,1.0
s1055,Movie,The Eternal Legacy 1055,Maria Khan,"Aisha Müller, Maria Nair, David Müller, David Khan",India,2019-07-05,2018,TV-MA,125 min,Comedies,A gripping movie exploring themes of survival and identity in India.,2019,July,Comedies,125.0,
s1056,Movie,The Broken Legacy 1056,John Park,"Aisha Garcia, Carlos Park, Yuki Nair, Priya Müller, Tom Khan, Carlos Tanaka, David Costa",Brazil,2023-02-22,2019,TV-14,135 min,"Dramas, Independent Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Brazil.,2023,February,Dramas,135.0,
s1057,TV Show,The Secret Rebellion Chronicles 1057,Unknown,"Carlos Tanaka, Carlos Khan, Hana Nair, Anil Costa, Carlos Smith, Priya Park, Sara Nair",United States,2025-12-10,2020,TV-Y7,8 Seasons,"TV Dramas, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in United States.,2025,December,TV Dramas,,8.0
s1058,Movie,The Forgotten Promise 1058,Tom Park,"Fatima Rossi, David Costa, Min Silva, Fatima Park, David Tanaka, Sara Tanaka, Aisha Lee",Canada,2026-01-12,2023,TV-14,162 min,"Romantic Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Canada.,2026,January,Romantic Movies,162.0,
s1059,Movie,The Wild Empire 1059,Priya Silva,"Fatima Garcia, Priya Garcia, David Khan, Sara Kumar",India,2020-05-13,2016,TV-MA,119 min,"Sci-Fi & Fantasy, Independent Movies, Thrillers",A gripping movie exploring themes of survival and identity in India.,2020,May,Sci-Fi & Fantasy,119.0,
s1060,Movie,The Broken Shadows 1060,Wei Costa,"Maria Lee, Sara Johnson, Tom Silva, Yuki Nair, Min Garcia, John Nair",India,2016-01-19,2012,TV-14,112 min,"Horror Movies, Independent Movies, Comedies",A gripping movie exploring themes of survival and identity in India.,2016,January,Horror Movies,112.0,
s1061,TV Show,The Golden City Chronicles 1061,Unknown,"John Khan, Wei Silva, John Nair, Yuki Kumar, Fatima Müller, Hana Tanaka, Wei Silva",United States,2021-08-28,2017,PG-13,5 Seasons,Romantic TV Shows,A gripping tv show exploring themes of survival and identity in United States.,2021,August,Romantic TV Shows,,5.0
s1062,Movie,The Lost Storm 1062,Carlos Müller,"Carlos Smith, Raj Kumar, John Rossi, Sara Garcia, Maria Smith, Priya Lee",Canada,2014-05-07,2014,TV-14,161 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Canada.,2014,May,Children & Family Movies,161.0,
s1063,Movie,The Last Promise 1063,Fatima Park,"Aisha Patel, Min Khan, Fatima Nair, Elena Kumar",India,2024-08-03,2022,TV-14,141 min,"Romantic Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in India.,2024,August,Romantic Movies,141.0,
s1064,TV Show,The Endless Kingdom Chronicles 1064,Unknown,"Carlos Rossi, Min Rossi, Maria Johnson, Aisha Silva",United States,2020-04-21,2020,R,3 Season,"Reality TV, TV Action & Adventure, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in United States.,2020,April,Reality TV,,3.0
s1065,TV Show,The Silent Promise 1065,Unknown,"Maria Nair, Min Patel, Priya Kumar, Sara Lee, Anil Kumar",India,2025-04-15,2022,R,1 Seasons,"TV Dramas, TV Mysteries",A gripping tv show exploring themes of survival and identity in India.,2025,April,TV Dramas,,1.0
s1066,TV Show,The Lost Horizon Chronicles 1066,Unknown,"Hana Smith, Aisha Kumar, Yuki Tanaka, John Costa, Hana Costa, Tom Patel",United States,2019-11-06,2019,TV-G,3 Seasons,"Crime TV Shows, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in United States.,2019,November,Crime TV Shows,,3.0
s1067,TV Show,The Silent Empire 1067,Unknown,"Sara Lee, Maria Patel, Tom Garcia, Raj Johnson, Wei Johnson, Elena Costa",Mexico,2024-08-06,2021,TV-PG,1 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in Mexico.,2024,August,Kids' TV,,1.0
s1068,TV Show,The Secret Empire 1068,Unknown,"Maria Müller, Min Tanaka, Hana Patel, Wei Kumar",South Korea,2023-06-20,2018,PG-13,6 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in South Korea.,2023,June,Crime TV Shows,,6.0
s1069,Movie,The Forgotten Promise 1069,Carlos Silva,"Priya Patel, Sara Kumar, Elena Silva, Priya Kumar, Min Kumar, Wei Silva",United States,2026-12-27,2025,TV-MA,170 min,Romantic Movies,A gripping movie exploring themes of survival and identity in United States.,2026,December,Romantic Movies,170.0,
s1070,Movie,The Secret Memory 1070,John Kumar,"John Garcia, Tom Smith, Sara Müller, Carlos Patel, Wei Park, Priya Nair",Canada,2017-02-25,2015,TV-MA,134 min,Documentaries,A gripping movie exploring themes of survival and identity in Canada.,2017,February,Documentaries,134.0,
s1071,Movie,The Silent Empire 1071,Unknown,"Min Costa, Fatima Garcia, Maria Tanaka, Hana Park, Maria Garcia",Mexico,2026-11-14,2021,PG-13,160 min,"Independent Movies, Horror Movies",A gripping movie exploring themes of survival and identity in Mexico.,2026,November,Independent Movies,160.0,
s1072,TV Show,The Endless Kingdom 1072,Unknown,"Maria Park, Wei Garcia, Sara Silva, Anil Silva, Wei Nair, David Tanaka, Sara Müller",Spain,2022-09-01,2021,TV-PG,2 Seasons,"Crime TV Shows, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in Spain.,2022,September,Crime TV Shows,,2.0
s1073,Movie,The Broken Shadows 1073,John Patel,"Fatima Silva, Elena Khan, John Nair",South Korea,2026-11-26,2025,TV-14,162 min,"Documentaries, Comedies",A gripping movie exploring themes of survival and identity in South Korea.,2026,November,Documentaries,162.0,
s1074,Movie,The Endless Kingdom 1074,John Müller,"David Garcia, Raj Müller, Priya Tanaka, Tom Garcia, Tom Müller, Anil Patel, Yuki Müller",Spain,2024-08-22,2023,TV-PG,110 min,Independent Movies,A gripping movie exploring themes of survival and identity in Spain.,2024,August,Independent Movies,110.0,
s1075,Movie,The Eternal Horizon 1075,Unknown,"Elena Kumar, Sara Lee, Fatima Johnson, Priya Costa, Wei Müller",South Korea,2017-10-27,2017,PG,162 min,"Romantic Movies, Thrillers",A gripping movie exploring themes of survival and identity in South Korea.,2017,October,Romantic Movies,162.0,
s1076,Movie,The Silent Shadows 1076,David Lee,"Fatima Kumar, Priya Johnson, Tom Johnson, Hana Johnson, David Rossi, Elena Lee",Japan,2020-06-03,2019,TV-14,124 min,"Horror Movies, Comedies, Independent Movies",A gripping movie exploring themes of survival and identity in Japan.,2020,June,Horror Movies,124.0,
s1077,Movie,The Eternal Horizon 1077,Unknown,"Priya Johnson, Elena Smith, Maria Park",Spain,2025-08-26,2020,TV-Y7,70 min,Dramas,A gripping movie exploring themes of survival and identity in Spain.,2025,August,Dramas,70.0,
s1078,TV Show,The Forgotten Legacy 1078,Unknown,"Min Silva, Anil Johnson, Elena Tanaka, Priya Garcia, Aisha Rossi, Elena Tanaka",United Kingdom,2017-03-10,2017,NR,2 Seasons,"Kids' TV, TV Action & Adventure, Reality TV",A gripping tv show exploring themes of survival and identity in United Kingdom.,2017,March,Kids' TV,,2.0
s1079,Movie,The Golden Kingdom 1079,Elena Müller,"Aisha Lee, Carlos Nair, Hana Müller, Yuki Tanaka, John Johnson, Priya Müller, Tom Lee",United States,2017-03-15,2016,PG,153 min,"Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2017,March,Dramas,153.0,
s1080,TV Show,The Endless Dreams 1080,Unknown,"Anil Garcia, John Johnson, Priya Lee, Raj Costa",United States,2013-01-17,2008,PG,6 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in United States.,2013,January,TV Comedies,,6.0
s1081,TV Show,The Endless Promise 1081,Unknown,"Maria Silva, Min Silva, Yuki Khan",United States,2023-05-19,2021,R,8 Seasons,"TV Dramas, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.,2023,May,TV Dramas,,8.0
s1082,Movie,The Hidden Rebellion 1082,Priya Silva,"Tom Lee, Aisha Park, Anil Khan, David Kumar",United States,2025-07-10,2025,PG-13,143 min,"Sci-Fi & Fantasy, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2025,July,Sci-Fi & Fantasy,143.0,
s1083,TV Show,The Hidden Empire 1083,Unknown,"Tom Khan, Aisha Johnson, Wei Rossi, Min Smith, John Müller, Sara Garcia, Tom Tanaka",Japan,2024-04-12,2019,TV-14,6 Seasons,"Kids' TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Japan.,2024,April,Kids' TV,,6.0
s1084,Movie,The Dark Journey 1084,Unknown,"Min Silva, Hana Silva, Yuki Tanaka, Priya Nair",United States,2023-06-19,2022,TV-Y7,129 min,"Dramas, Action & Adventure, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.,2023,June,Dramas,129.0,
s1085,Movie,The Last Dreams 1085,Yuki Silva,"Carlos Khan, David Costa, Fatima Nair, Yuki Park, Carlos Khan, Fatima Costa",Germany,2024-05-17,2023,TV-14,149 min,"Sci-Fi & Fantasy, Romantic Movies, Thrillers",A gripping movie exploring themes of survival and identity in Germany.,2024,May,Sci-Fi & Fantasy,149.0,
s1086,Movie,The Endless Legacy 1086,Fatima Khan,"Min Khan, Carlos Johnson, Fatima Silva, Fatima Kumar, Wei Garcia, Carlos Kumar, David Patel",United States,2025-10-04,2025,TV-MA,120 min,"Sci-Fi & Fantasy, Documentaries, Independent Movies",A gripping movie exploring themes of survival and identity in United States.,2025,October,Sci-Fi & Fantasy,120.0,
s1087,Movie,The Secret Shadows 1087,Unknown,"John Kumar, Min Garcia, Anil Park, Wei Smith",India,2018-10-24,2017,TV-14,131 min,"Documentaries, Independent Movies, Horror Movies",A gripping movie exploring themes of survival and identity in India.,2018,October,Documentaries,131.0,
s1088,TV Show,The Endless Dreams 1088,Unknown,"Sara Lee, Elena Costa, Maria Nair, Maria Kumar, Carlos Kumar, Anil Khan",United States,2026-08-11,2025,TV-14,5 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in United States.,2026,August,Docuseries,,5.0
s1089,TV Show,The Endless Kingdom Chronicles 1089,Unknown,"John Garcia, John Tanaka, Min Lee, Tom Nair, Sara Patel",India,2021-07-03,2021,PG-13,3 Seasons,"TV Dramas, TV Mysteries, Crime TV Shows",A gripping tv show exploring themes of survival and identity in India.,2021,July,TV Dramas,,3.0
s1090,Movie,The Last Horizon 1090,Priya Johnson,"Hana Smith, Fatima Park, Sara Patel, Yuki Tanaka, Fatima Park, David Silva, Tom Tanaka",United States,2023-06-19,2018,TV-14,113 min,"Children & Family Movies, Dramas, Thrillers",A gripping movie exploring themes of survival and identity in United States.,2023,June,Children & Family Movies,113.0,
s1091,Movie,The Broken Memory 1091,Wei Tanaka,"Wei Müller, Maria Kumar, Carlos Tanaka, Yuki Rossi, Yuki Garcia, Fatima Silva",United States,2026-04-18,2025,TV-PG,140 min,"Dramas, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2026,April,Dramas,140.0,
s1092,TV Show,The Last Promise Chronicles 1092,Unknown,"Raj Kumar, David Park, Maria Johnson, Fatima Silva, Anil Garcia, Priya Müller, Elena Rossi",United States,2023-02-01,2021,PG-13,5 Seasons,"Anime Series, TV Action & Adventure, Reality TV",A gripping tv show exploring themes of survival and identity in United States.,2023,February,Anime Series,,5.0
s1093,Movie,The Silent Promise 1093,Unknown,"Sara Kumar, Wei Garcia, Fatima Silva, Tom Lee",United States,2023-05-07,2021,TV-MA,74 min,"Documentaries, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.,2023,May,Documentaries,74.0,
s1094,TV Show,The Broken Kingdom 1094,Unknown,"Maria Johnson, Carlos Kumar, Maria Kumar, Maria Lee, Tom Johnson, John Tanaka, Hana Kumar",Japan,2014-06-24,2011,TV-14,3 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in Japan.,2014,June,Crime TV Shows,,3.0
s1095,Movie,The Lost Shadows 1095,Aisha Costa,"Sara Nair, Raj Rossi, Aisha Garcia, Elena Johnson, Sara Costa, David Tanaka",Mexico,2025-05-14,2020,TV-PG,129 min,"Comedies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Mexico.,2025,May,Comedies,129.0,
s1096,TV Show,The Lost Legacy 1096,Unknown,"Carlos Park, Fatima Nair, Elena Garcia, Carlos Kumar",Mexico,2021-03-09,2020,PG-13,6 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in Mexico.,2021,March,TV Comedies,,6.0
s1097,Movie,The Wild Promise 1097,Raj Smith,"Wei Garcia, Maria Khan, Anil Lee, Anil Rossi, Aisha Nair, Fatima Müller",Mexico,2025-01-05,2025,TV-MA,139 min,"Children & Family Movies, Comedies",A gripping movie exploring themes of survival and identity in Mexico.,2025,January,Children & Family Movies,139.0,
s1098,Movie,The Wild Horizon 1098,Aisha Smith,"Wei Khan, Anil Silva, Sara Müller, Carlos Patel, Min Garcia, Elena Müller, Maria Lee",South Korea,2026-12-25,2024,PG,83 min,"Children & Family Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in South Korea.,2026,December,Children & Family Movies,83.0,
s1099,Movie,The Silent Horizon 1099,Yuki Park,"Maria Tanaka, Elena Tanaka, Hana Rossi, Priya Costa, Wei Smith",United States,2026-03-05,2025,TV-14,110 min,"Dramas, Romantic Movies, Thrillers",A gripping movie exploring themes of survival and identity in United States.,2026,March,Dramas,110.0,
s1100,Movie,The Silent City 1100,Sara Park,"Aisha Costa, Anil Müller, Priya Rossi, Anil Nair, Elena Khan, Anil Costa, Carlos Johnson",Australia,2022-02-02,2022,TV-MA,85 min,"Children & Family Movies, Independent Movies, Dramas",A gripping movie exploring themes of survival and identity in Australia.,2022,February,Children & Family Movies,85.0,
s1101,Movie,The Golden Kingdom 1101,John Rossi,"Wei Garcia, Maria Rossi, Tom Park",South Korea,2026-02-19,2025,TV-MA,149 min,"Horror Movies, Romantic Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in South Korea.,2026,February,Horror Movies,149.0,
s1102,Movie,The Eternal Rebellion 1102,Unknown,"Maria Garcia, John Silva, Wei Silva, David Müller, Fatima Johnson",India,2025-04-18,2023,NR,128 min,Action & Adventure,A gripping movie exploring themes of survival and identity in India.,2025,April,Action & Adventure,128.0,
s1103,Movie,The Hidden Legacy 1103,Yuki Khan,"Min Nair, Raj Khan, Elena Patel, David Kumar, Fatima Rossi",United States,2026-04-07,2024,TV-MA,164 min,"Dramas, Independent Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2026,April,Dramas,164.0,
s1104,Movie,The Eternal Kingdom 1104,Unknown,"Hana Costa, Min Rossi, Fatima Johnson, Wei Silva, Aisha Müller",South Korea,2021-01-28,2021,PG-13,117 min,"Thrillers, Independent Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in South Korea.,2021,January,Thrillers,117.0,
s1105,Movie,The Wild Horizon 1105,Min Rossi,"David Costa, Wei Garcia, Sara Johnson, Maria Kumar, Aisha Smith, Tom Lee",United States,2015-03-20,2011,TV-MA,164 min,"Thrillers, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2015,March,Thrillers,164.0,
s1106,Movie,The Secret Memory 1106,Wei Garcia,"Yuki Smith, Priya Lee, Aisha Tanaka, Anil Garcia, David Lee, Tom Tanaka, Aisha Tanaka",United States,2022-03-26,2019,TV-14,147 min,Dramas,A gripping movie exploring themes of survival and identity in United States.,2022,March,Dramas,147.0,
s1107,Movie,The Lost Horizon 1107,Wei Kumar,"Tom Smith, David Müller, Fatima Johnson, Raj Müller, David Smith, Hana Tanaka",Germany,2011-12-26,2008,TV-Y,89 min,"Thrillers, Action & Adventure, Horror Movies",A gripping movie exploring themes of survival and identity in Germany.,2011,December,Thrillers,89.0,
s1108,Movie,The Last City 1108,Carlos Park,"Priya Nair, Priya Garcia, Maria Smith, Wei Costa",Canada,2025-04-21,2020,TV-14,138 min,Dramas,A gripping movie exploring themes of survival and identity in Canada.,2025,April,Dramas,138.0,
s1109,TV Show,The Eternal Shadows Chronicles 1109,Unknown,"Elena Silva, Yuki Kumar, John Costa, John Patel, David Khan, Anil Silva, Yuki Khan",Germany,2023-12-10,2020,TV-Y7,2 Seasons,"Crime TV Shows, TV Action & Adventure, Reality TV",A gripping tv show exploring themes of survival and identity in Germany.,2023,December,Crime TV Shows,,2.0
s1110,Movie,The Lost Horizon 1110,Elena Rossi,"Elena Tanaka, David Patel, David Costa, Tom Müller, Tom Khan, Tom Park, Yuki Costa",Canada,2025-01-26,2024,TV-MA,119 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in Canada.,2025,January,Sci-Fi & Fantasy,119.0,
s1111,Movie,The Golden Legacy 1111,Wei Smith,"Maria Park, Aisha Costa, Maria Garcia, Priya Tanaka, Wei Kumar, Yuki Park, Priya Kumar",United States,2018-10-14,2018,NR,162 min,Documentaries,A gripping movie exploring themes of survival and identity in United States.,2018,October,Documentaries,162.0,
s1112,Movie,The Lost Kingdom 1112,Elena Patel,"John Smith, Elena Nair, Min Garcia, Aisha Johnson, Fatima Johnson, John Müller, Wei Patel",Canada,2014-10-09,2013,PG-13,138 min,Comedies,A gripping movie exploring themes of survival and identity in Canada.,2014,October,Comedies,138.0,
s1113,Movie,The Dark Kingdom 1113,Aisha Silva,"Raj Park, Wei Park, Raj Kumar, Raj Lee, Hana Park, Wei Patel",United States,2012-02-24,2012,TV-14,140 min,Dramas,A gripping movie exploring themes of survival and identity in United States.,2012,February,Dramas,140.0,
s1114,TV Show,The Wild Empire Chronicles 1114,Unknown,"David Costa, Wei Khan, Carlos Patel",Egypt,2018-09-13,2018,TV-Y,4 Seasons,Romantic TV Shows,A gripping tv show exploring themes of survival and identity in Egypt.,2018,September,Romantic TV Shows,,4.0
s1115,Movie,The Wild Journey 1115,Anil Kumar,"Tom Patel, Aisha Garcia, Min Costa, Aisha Tanaka, Carlos Garcia, Hana Nair",Australia,2026-01-12,2025,TV-PG,140 min,"Action & Adventure, Thrillers, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Australia.,2026,January,Action & Adventure,140.0,
s1116,Movie,The Endless Promise 1116,Aisha Park,"David Müller, John Müller, Tom Garcia",Egypt,2023-07-22,2023,TV-14,171 min,Documentaries,A gripping movie exploring themes of survival and identity in Egypt.,2023,July,Documentaries,171.0,
s1117,TV Show,The Last Memory Chronicles 1117,Unknown,"Hana Garcia, Wei Tanaka, Carlos Park",Spain,2026-02-08,2025,TV-G,7 Seasons,TV Dramas,A gripping tv show exploring themes of survival and identity in Spain.,2026,February,TV Dramas,,7.0
s1118,Movie,The Forgotten Legacy 1118,Priya Patel,"David Park, Raj Silva, Elena Rossi, Tom Smith, Anil Silva, Sara Nair",Brazil,2014-09-28,2013,TV-G,135 min,"Documentaries, Romantic Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Brazil.,2014,September,Documentaries,135.0,
s1119,TV Show,The Silent Empire Chronicles 1119,Unknown,"Maria Rossi, Min Silva, John Rossi, John Lee, Aisha Johnson, Carlos Patel, Yuki Lee",United Kingdom,2025-01-21,2021,TV-14,2 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in United Kingdom.,2025,January,TV Comedies,,2.0
s1120,Movie,The Dark Kingdom 1120,Tom Patel,"Wei Johnson, Sara Johnson, John Garcia, David Rossi, Hana Khan, Wei Lee",United States,2014-11-01,2013,R,161 min,"Action & Adventure, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in United States.,2014,November,Action & Adventure,161.0,
s1121,Movie,The Hidden Storm 1121,Maria Johnson,"Raj Rossi, Fatima Müller, Elena Garcia, Aisha Silva, Yuki Smith, Min Johnson, Tom Rossi",Germany,2016-10-09,2016,TV-Y,155 min,"Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in Germany.,2016,October,Dramas,155.0,
s1122,Movie,The Eternal City 1122,Sara Müller,"Yuki Silva, Fatima Smith, Hana Costa, Yuki Smith, Aisha Rossi, Carlos Khan, Min Patel",United States,2011-01-18,2010,TV-PG,170 min,"Children & Family Movies, Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.,2011,January,Children & Family Movies,170.0,
s1123,Movie,The Hidden Legacy 1123,Yuki Costa,"Raj Khan, Yuki Lee, Raj Costa, Wei Müller, Tom Kumar, David Garcia, John Nair",Germany,2017-04-13,2017,PG-13,163 min,"Independent Movies, Sci-Fi & Fantasy, Comedies",A gripping movie exploring themes of survival and identity in Germany.,2017,April,Independent Movies,163.0,
s1124,Movie,The Eternal Storm 1124,Anil Kumar,"Wei Khan, Fatima Lee, John Costa, Carlos Kumar, Hana Nair, Anil Lee, Elena Khan",United States,2018-07-05,2016,TV-PG,128 min,Thrillers,A gripping movie exploring themes of survival and identity in United States.,2018,July,Thrillers,128.0,
s1125,Movie,The Broken Shadows 1125,Aisha Nair,"Raj Garcia, Min Costa, Sara Kumar, Anil Kumar",Turkey,2021-09-08,2021,R,149 min,"Children & Family Movies, Horror Movies, Comedies",A gripping movie exploring themes of survival and identity in Turkey.,2021,September,Children & Family Movies,149.0,
s1126,TV Show,The Golden Rebellion Chronicles 1126,Unknown,"Sara Müller, Hana Kumar, Sara Silva, Yuki Smith, Fatima Costa, Hana Nair, Min Patel",United States,2020-11-12,2020,TV-14,7 Seasons,TV Mysteries,A gripping tv show exploring themes of survival and identity in United States.,2020,November,TV Mysteries,,7.0
s1127,Movie,The Last Shadows 1127,Unknown,"Raj Smith, Hana Silva, Sara Park",United Kingdom,2023-08-19,2019,TV-MA,76 min,"Children & Family Movies, Dramas, Comedies",A gripping movie exploring themes of survival and identity in United Kingdom.,2023,August,Children & Family Movies,76.0,
s1128,TV Show,The Silent Horizon Chronicles 1128,Unknown,"Elena Khan, David Silva, Tom Nair, Sara Garcia, Yuki Kumar, Tom Garcia",Egypt,2018-04-09,2017,PG,5 Seasons,"Crime TV Shows, TV Dramas",A gripping tv show exploring themes of survival and identity in Egypt.,2018,April,Crime TV Shows,,5.0
